Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/cab/0d3cbebc-706a-4208-916b-f8048d8e39a7/reject/,1,1,2.6867920241784304,2.6867920241784304,2.6867920241784304,2.6867920241784304,126.0,0.0033379840905159255,0.0033379840905159255,3,3,3,3,3,3,3,3,3,3,3
POST,/api/v1/cab/0d6e3dd6-5dce-4947-b373-669f107e39ff/reject/,1,1,10.003292001783848,10.003292001783848,10.003292001783848,10.003292001783848,126.0,0.0033379840905159255,0.0033379840905159255,10,10,10,10,10,10,10,10,10,10,10
POST,/api/v1/cab/0dd92368-1605-4d46-bf90-b79fa6f908e1/reject/,1,1,4.461916018044576,4.461916018044576,4.461916018044576,4.461916018044576,126.0,0.0033379840905159255,0.0033379840905159255,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/0f2a5ce7-ca48-465e-9168-2b7766ff0252/reject/,1,1,6.179749994771555,6.179749994771555,6.179749994771555,6.179749994771555,126.0,0.0033379840905159255,0.0033379840905159255,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/0f60cbc5-dee9-4049-a332-8b3aa6491001/reject/,1,0,4.358040983788669,4.358040983788669,4.358040983788669,4.358040983788669,32.0,0.0033379840905159255,0.0,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/0f623026-b722-4c7f-995b-1afd5f4ee9b0/reject/,1,1,4.579790984280407,4.579790984280407,4.579790984280407,4.579790984280407,126.0,0.0033379840905159255,0.0033379840905159255,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/0f674c8e-d2a0-4d7d-a0fe-45421170dde8/reject/,1,1,4.675625008530915,4.675625008530915,4.675625008530915,4.675625008530915,126.0,0.0033379840905159255,0.0033379840905159255,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/0f83d95b-8afe-4805-9ff5-de7d4ffb36e2/reject/,1,1,5.285541992634535,5.285541992634535,5.285541992634535,5.285541992634535,126.0,0.0033379840905159255,0.0033379840905159255,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/0fc1b4c7-27ed-4b52-a7bc-cdf13a3b3d80/reject/,1,1,6.368041998939589,6.368041998939589,6.368041998939589,6.368041998939589,126.0,0.0033379840905159255,0.0033379840905159255,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/10879aae-bc00-40d8-9a9c-f56cf7a7260d/reject/,1,1,8.474750007735565,8.474750007735565,8.474750007735565,8.474750007735565,126.0,0.0033379840905159255,0.0033379840905159255,8,8,8,8,8,8,8,8,8,8,8
POST,/api/v1/cab/10e4b9fd-3a4e-4fc1-8241-db60b7c08513/approve/,1,0,14.909208985045552,14.909208985045552,14.909208985045552,14.909208985045552,32.0,0.0033379840905159255,0.0,15,15,15,15,15,15,15,15,15,15,15
POST,/api/v1/cab/111a4dfe-726d-40d3-b8e7-5c0b8b514ba2/reject/,1,1,4.056874982779846,4.056874982779846,4.056874982779846,4.056874982779846,126.0,0.0033379840905159255,0.0033379840905159255,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/11ea55a1-d8e9-48cd-bd3e-a570d7a47f80/reject/,1,1,6.060542014893144,6.060542014893144,6.060542014893144,6.060542014893144,126.0,0.0033379840905159255,0.0033379840905159255,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/11ea900e-03fc-4c06-8957-2e997196c4fc/reject/,1,1,5.868667009053752,5.868667009053752,5.868667009053752,5.868667009053752,126.0,0.0033379840905159255,0.0033379840905159255,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/11fd8d87-fd3d-491c-a742-095a41e2b4f4/reject/,1,1,6.318792002275586,6.318792002275586,6.318792002275586,6.318792002275586,126.0,0.0033379840905159255,0.0033379840905159255,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/123b9a00-2337-4037-97e5-1b7c981a680c/reject/,1,1,7.15529199806042,7.15529199806042,7.15529199806042,7.15529199806042,126.0,0.0033379840905159255,0.0033379840905159255,7,7,7,7,7,7,7,7,7,7,7
POST,/api/v1/cab/127542fe-502b-44e2-a415-e52bc0a3cb05/reject/,1,1,6.367333000525832,6.367333000525832,6.367333000525832,6.367333000525832,126.0,0.0033379840905159255,0.0033379840905159255,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/12786097-6e92-4f9a-ac18-f6f35cf6b033/reject/,1,1,91.11633399152197,91.11633399152197,91.11633399152197,91.11633399152197,126.0,0.0033379840905159255,0.0033379840905159255,91,91,91,91,91,91,91,91,91,91,91
POST,/api/v1/cab/127e65f3-8db0-44c9-9e92-c8e8020aa407/reject/,1,1,15.73374998406507,15.73374998406507,15.73374998406507,15.73374998406507,126.0,0.0033379840905159255,0.0033379840905159255,16,16,16,16,16,16,16,16,16,16,16
POST,/api/v1/cab/12b3e82c-391b-4c9a-9bbc-e080f72811d4/reject/,1,1,6.048124982044101,6.048124982044101,6.048124982044101,6.048124982044101,126.0,0.0033379840905159255,0.0033379840905159255,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/13001591-7599-46f1-b291-ee38086e0a39/reject/,1,1,4.4021249923389405,4.4021249923389405,4.4021249923389405,4.4021249923389405,126.0,0.0033379840905159255,0.0033379840905159255,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/1326710f-a12d-473e-89fe-5391438d2bda/reject/,1,0,7.418374996632338,7.418374996632338,7.418374996632338,7.418374996632338,32.0,0.0033379840905159255,0.0,7,7,7,7,7,7,7,7,7,7,7
POST,/api/v1/cab/1353f77f-80a1-46cf-92ec-7474997d2a45/reject/,1,1,6.127915985416621,6.127915985416621,6.127915985416621,6.127915985416621,126.0,0.0033379840905159255,0.0033379840905159255,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/13d14842-1698-434a-9a5e-d10763688879/reject/,1,1,4.809249978279695,4.809249978279695,4.809249978279695,4.809249978279695,126.0,0.0033379840905159255,0.0033379840905159255,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/1420d54f-a789-4c07-a75e-ca11cfd78865/reject/,1,1,4.790457984199747,4.790457984199747,4.790457984199747,4.790457984199747,126.0,0.0033379840905159255,0.0033379840905159255,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/1477aedf-ecad-4847-85a0-642f3250322f/reject/,1,0,10.040332999778911,10.040332999778911,10.040332999778911,10.040332999778911,32.0,0.0033379840905159255,0.0,10,10,10,10,10,10,10,10,10,10,10
POST,/api/v1/cab/14b05413-a6e0-4fcc-a3ae-a363ec5d7d86/reject/,1,1,5.175665981369093,5.175665981369093,5.175665981369093,5.175665981369093,126.0,0.0033379840905159255,0.0033379840905159255,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/14c3e64d-b667-4e28-a730-b361640ee22b/reject/,1,1,10.384583001723513,10.384583001723513,10.384583001723513,10.384583001723513,126.0,0.0033379840905159255,0.0033379840905159255,10,10,10,10,10,10,10,10,10,10,10
POST,/api/v1/cab/14e1bf1f-05da-466a-b650-bdfb28f84a17/reject/,1,1,3.859584016026929,3.859584016026929,3.859584016026929,3.859584016026929,126.0,0.0033379840905159255,0.0033379840905159255,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/14f71684-c378-418d-9f5a-4f49589121d5/reject/,1,1,5.718000000342727,5.718000000342727,5.718000000342727,5.718000000342727,126.0,0.0033379840905159255,0.0033379840905159255,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/152d9f49-9c0d-42b5-9bc9-c0ebb1bfd0e7/reject/,1,1,13.380832999246195,13.380832999246195,13.380832999246195,13.380832999246195,126.0,0.0033379840905159255,0.0033379840905159255,13,13,13,13,13,13,13,13,13,13,13
POST,/api/v1/cab/153b01fe-4593-4ee9-8dc8-ddccaeadf503/reject/,1,1,10.346249997382984,10.346249997382984,10.346249997382984,10.346249997382984,126.0,0.0033379840905159255,0.0033379840905159255,10,10,10,10,10,10,10,10,10,10,10
POST,/api/v1/cab/158fd937-514f-4a4d-b1fa-72fc03cdb5db/reject/,1,1,6.7020000133197755,6.7020000133197755,6.7020000133197755,6.7020000133197755,126.0,0.0033379840905159255,0.0033379840905159255,7,7,7,7,7,7,7,7,7,7,7
POST,/api/v1/cab/15b7fbc2-2cee-4c88-8c3f-252d49bed855/reject/,1,1,9.47666700812988,9.47666700812988,9.47666700812988,9.47666700812988,126.0,0.0033379840905159255,0.0033379840905159255,9,9,9,9,9,9,9,9,9,9,9
POST,/api/v1/cab/15fe5d74-6b59-47e2-95b4-c3f3b6e2741b/reject/,1,1,20.286124985432252,20.286124985432252,20.286124985432252,20.286124985432252,126.0,0.0033379840905159255,0.0033379840905159255,20,20,20,20,20,20,20,20,20,20,20
POST,/api/v1/cab/1606bf4e-29a0-4976-adb4-da6f9b7b92e2/reject/,1,1,10.505708021810278,10.505708021810278,10.505708021810278,10.505708021810278,126.0,0.0033379840905159255,0.0033379840905159255,11,11,11,11,11,11,11,11,11,11,11
POST,/api/v1/cab/161648b9-8103-4837-b4a0-b7666e1be6ed/reject/,1,1,5.297041992889717,5.297041992889717,5.297041992889717,5.297041992889717,126.0,0.0033379840905159255,0.0033379840905159255,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/166b8b27-957a-4f09-86f1-8df4cc960702/reject/,1,1,4.686957981903106,4.686957981903106,4.686957981903106,4.686957981903106,126.0,0.0033379840905159255,0.0033379840905159255,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/16d07203-b0f2-442d-9bf5-181a2784cb62/reject/,1,0,9.22599999466911,9.22599999466911,9.22599999466911,9.22599999466911,32.0,0.0033379840905159255,0.0,9,9,9,9,9,9,9,9,9,9,9
POST,/api/v1/cab/16d3c3e6-98dc-402f-8a52-68b5086d9024/reject/,1,1,11.250541982008144,11.250541982008144,11.250541982008144,11.250541982008144,126.0,0.0033379840905159255,0.0033379840905159255,11,11,11,11,11,11,11,11,11,11,11
POST,/api/v1/cab/16ff7e36-1fc8-4198-be8c-c647f8388bb9/reject/,1,1,5.357791000278667,5.357791000278667,5.357791000278667,5.357791000278667,126.0,0.0033379840905159255,0.0033379840905159255,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/17b32ea9-bd93-489f-92b3-0f6d98a55968/reject/,1,1,6.162708014016971,6.162708014016971,6.162708014016971,6.162708014016971,126.0,0.0033379840905159255,0.0033379840905159255,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/182b8772-9afb-43f2-bf54-e2d5ab1cb97f/reject/,1,1,6.841750000603497,6.841750000603497,6.841750000603497,6.841750000603497,126.0,0.0033379840905159255,0.0033379840905159255,7,7,7,7,7,7,7,7,7,7,7
POST,/api/v1/cab/18cf5d3d-fe60-4a64-a32b-431a59291f54/reject/,1,1,4.292875004466623,4.292875004466623,4.292875004466623,4.292875004466623,126.0,0.0033379840905159255,0.0033379840905159255,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/18dc000f-16fb-4bce-8bb9-7fefe611b820/reject/,1,1,6.722332997014746,6.722332997014746,6.722332997014746,6.722332997014746,126.0,0.0033379840905159255,0.0033379840905159255,7,7,7,7,7,7,7,7,7,7,7
POST,/api/v1/cab/191e47ef-eac4-49aa-9447-48587b9854d3/reject/,1,1,5.119082983583212,5.119082983583212,5.119082983583212,5.119082983583212,126.0,0.0033379840905159255,0.0033379840905159255,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/19316502-857e-4681-a98d-462b1b96ca0b/reject/,1,1,6.251082988455892,6.251082988455892,6.251082988455892,6.251082988455892,126.0,0.0033379840905159255,0.0033379840905159255,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/195fab46-6210-4bc2-9bb0-64e089d7bdc7/reject/,1,1,5.412541999248788,5.412541999248788,5.412541999248788,5.412541999248788,126.0,0.0033379840905159255,0.0033379840905159255,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/197204b1-b778-47d6-8d3d-2300e7a9c0fd/reject/,1,1,3.85558299603872,3.85558299603872,3.85558299603872,3.85558299603872,126.0,0.0033379840905159255,0.0033379840905159255,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/1993f392-c429-43a9-a042-316c46fe410b/reject/,1,1,5.038458009948954,5.038458009948954,5.038458009948954,5.038458009948954,126.0,0.0033379840905159255,0.0033379840905159255,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/1a065d03-7e91-4ff4-9788-53284f93cdbf/reject/,1,1,11.043792008422315,11.043792008422315,11.043792008422315,11.043792008422315,126.0,0.0033379840905159255,0.0033379840905159255,11,11,11,11,11,11,11,11,11,11,11
POST,/api/v1/cab/1a41821b-a372-4b57-be47-7675d0768dbc/reject/,1,1,6.001000001560897,6.001000001560897,6.001000001560897,6.001000001560897,126.0,0.0033379840905159255,0.0033379840905159255,6,6,6,6,6,6,6,6,6,6,6
