Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/cab/8de0630b-b07e-41c8-b19f-c1e594a4c7a7/reject/,1,1,48.131040995940566,48.131040995940566,48.131040995940566,48.131040995940566,126.0,0.0033709517814487487,0.0033709517814487487,48,48,48,48,48,48,48,48,48,48,48
POST,/api/v1/cab/8e576406-9eba-4338-8550-7118534fd950/reject/,1,0,18.3427500014659,18.3427500014659,18.3427500014659,18.3427500014659,32.0,0.0033709517814487487,0.0,18,18,18,18,18,18,18,18,18,18,18
POST,/api/v1/cab/8f64edb7-6259-4823-ba42-6225d7073741/reject/,1,0,9.297957993112504,9.297957993112504,9.297957993112504,9.297957993112504,32.0,0.0033709517814487487,0.0,9,9,9,9,9,9,9,9,9,9,9
POST,/api/v1/cab/8f7b18eb-84f4-46b7-ae68-42e2ac469080/reject/,1,1,5.28216699603945,5.28216699603945,5.28216699603945,5.28216699603945,126.0,0.0033709517814487487,0.0033709517814487487,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/90acb4a2-af67-406a-8917-777aeb1b6de0/reject/,1,0,107.8927089984063,107.8927089984063,107.8927089984063,107.8927089984063,32.0,0.0033709517814487487,0.0,110,110,110,110,110,110,110,110,110,110,110
POST,/api/v1/cab/91d2eeb8-cd14-4d45-864b-7ef7a1151b11/reject/,1,0,3.2662499870639294,3.2662499870639294,3.2662499870639294,3.2662499870639294,32.0,0.0033709517814487487,0.0,3,3,3,3,3,3,3,3,3,3,3
POST,/api/v1/cab/91f98dcd-f0be-4c7c-998a-4ac45d22f521/reject/,1,1,3.2106669968925416,3.2106669968925416,3.2106669968925416,3.2106669968925416,126.0,0.0033709517814487487,0.0033709517814487487,3,3,3,3,3,3,3,3,3,3,3
POST,/api/v1/cab/924754df-73ac-431a-85f6-9c5efb84a0be/reject/,1,0,5.523832980543375,5.523832980543375,5.523832980543375,5.523832980543375,32.0,0.0033709517814487487,0.0,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/9279e0eb-60ba-48a2-9db3-7b422bebf2a1/reject/,1,1,21.009292016969994,21.009292016969994,21.009292016969994,21.009292016969994,126.0,0.0033709517814487487,0.0033709517814487487,21,21,21,21,21,21,21,21,21,21,21
POST,/api/v1/cab/92b441e4-d99a-48b2-8865-543528aad12f/reject/,1,0,5.598832998657599,5.598832998657599,5.598832998657599,5.598832998657599,32.0,0.0033709517814487487,0.0,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/92bc921a-8a3e-46a1-af53-e9a016a617cf/reject/,1,1,3.28362500295043,3.28362500295043,3.28362500295043,3.28362500295043,126.0,0.0033709517814487487,0.0033709517814487487,3,3,3,3,3,3,3,3,3,3,3
POST,/api/v1/cab/931f35f6-84f0-49c1-9dc2-9118378491cc/reject/,1,0,3.694459010148421,3.694459010148421,3.694459010148421,3.694459010148421,32.0,0.0033709517814487487,0.0,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/951c8381-a920-4649-bfe0-3092cc6ab0d4/reject/,1,1,6.456041010096669,6.456041010096669,6.456041010096669,6.456041010096669,126.0,0.0033709517814487487,0.0033709517814487487,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/95f57534-06a0-4e94-9624-ee433ed9a36b/reject/,1,1,8.706207998329774,8.706207998329774,8.706207998329774,8.706207998329774,126.0,0.0033709517814487487,0.0033709517814487487,9,9,9,9,9,9,9,9,9,9,9
POST,/api/v1/cab/960bc7c6-c891-48be-aeda-ec89db5794ae/reject/,1,0,13.39037501020357,13.39037501020357,13.39037501020357,13.39037501020357,32.0,0.0033709517814487487,0.0,13,13,13,13,13,13,13,13,13,13,13
POST,/api/v1/cab/9698b9dd-dded-48b2-acf8-89a498856e06/reject/,1,0,3.717749990755692,3.717749990755692,3.717749990755692,3.717749990755692,32.0,0.0033709517814487487,0.0,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/96aad0ac-7ad6-441b-ac2f-2064c92a91eb/reject/,1,0,20.736958016641438,20.736958016641438,20.736958016641438,20.736958016641438,32.0,0.0033709517814487487,0.0,21,21,21,21,21,21,21,21,21,21,21
POST,/api/v1/cab/970c9431-1063-4269-9865-06d8a349e46c/reject/,1,1,3.2978329982142895,3.2978329982142895,3.2978329982142895,3.2978329982142895,126.0,0.0033709517814487487,0.0033709517814487487,3,3,3,3,3,3,3,3,3,3,3
POST,/api/v1/cab/9794b43c-7acc-41b9-a3ca-ff8cf99837c7/reject/,1,0,6.485040998086333,6.485040998086333,6.485040998086333,6.485040998086333,32.0,0.0033709517814487487,0.0,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/9866ffab-22f4-421e-97c7-328e7216822d/reject/,1,1,12.112666998291388,12.112666998291388,12.112666998291388,12.112666998291388,126.0,0.0033709517814487487,0.0033709517814487487,12,12,12,12,12,12,12,12,12,12,12
POST,/api/v1/cab/98e5bbaf-626d-45d2-b8d0-137ce24d3f76/reject/,1,1,2.63687499682419,2.63687499682419,2.63687499682419,2.63687499682419,126.0,0.0033709517814487487,0.0033709517814487487,3,3,3,3,3,3,3,3,3,3,3
POST,/api/v1/cab/991464c9-3618-4d25-b590-3df8f5b488c4/reject/,1,0,5.885249993298203,5.885249993298203,5.885249993298203,5.885249993298203,32.0,0.0033709517814487487,0.0,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/9a37a21f-feaa-4e28-a3ca-91f0f405e0d1/reject/,1,0,5.5294580233749,5.5294580233749,5.5294580233749,5.5294580233749,32.0,0.0033709517814487487,0.0,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/9b07ced4-9858-4726-9d70-6119c0ecc384/reject/,1,1,6.764542020391673,6.764542020391673,6.764542020391673,6.764542020391673,126.0,0.0033709517814487487,0.0033709517814487487,7,7,7,7,7,7,7,7,7,7,7
POST,/api/v1/cab/9c95e21a-9a23-422f-bc72-0b48c486fe5f/reject/,1,1,8.277499990072101,8.277499990072101,8.277499990072101,8.277499990072101,126.0,0.0033709517814487487,0.0033709517814487487,8,8,8,8,8,8,8,8,8,8,8
POST,/api/v1/cab/9ce83277-275b-4677-a4e1-4cdbffa5500b/reject/,1,1,4.697583004599437,4.697583004599437,4.697583004599437,4.697583004599437,126.0,0.0033709517814487487,0.0033709517814487487,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/9d864a8e-ea34-433a-aaa6-05855911cb1a/reject/,1,0,5.663958989316598,5.663958989316598,5.663958989316598,5.663958989316598,32.0,0.0033709517814487487,0.0,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/9dd9cd2e-ed4c-4b63-810f-c8169830a539/reject/,1,0,6.035416998201981,6.035416998201981,6.035416998201981,6.035416998201981,32.0,0.0033709517814487487,0.0,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/9e57a586-2938-492c-9365-074b30c2246f/reject/,1,1,4.7658749972470105,4.7658749972470105,4.7658749972470105,4.7658749972470105,126.0,0.0033709517814487487,0.0033709517814487487,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/9e68ebea-30d3-4e7f-9aee-b7f9bce71ed4/reject/,1,1,5.031374981626868,5.031374981626868,5.031374981626868,5.031374981626868,126.0,0.0033709517814487487,0.0033709517814487487,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/9f23e5d6-8304-4f61-81b8-2f935fe169c1/reject/,1,1,3.0061249854043126,3.0061249854043126,3.0061249854043126,3.0061249854043126,126.0,0.0033709517814487487,0.0033709517814487487,3,3,3,3,3,3,3,3,3,3,3
POST,/api/v1/cab/9f4ef05d-442a-4a02-957e-bca304bdbd18/reject/,1,1,3.3551670203451067,3.3551670203451067,3.3551670203451067,3.3551670203451067,126.0,0.0033709517814487487,0.0033709517814487487,3,3,3,3,3,3,3,3,3,3,3
POST,/api/v1/cab/9f64deab-d463-4fc3-9178-404d987859d5/reject/,1,1,4.491458006668836,4.491458006668836,4.491458006668836,4.491458006668836,126.0,0.0033709517814487487,0.0033709517814487487,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/a082349e-87f4-4499-a9dc-aa46288ecfb1/reject/,1,0,6.067916983738542,6.067916983738542,6.067916983738542,6.067916983738542,32.0,0.0033709517814487487,0.0,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/a1c92d24-c1b2-4c01-9eda-e0835cfe6808/reject/,1,1,3.960959002142772,3.960959002142772,3.960959002142772,3.960959002142772,126.0,0.0033709517814487487,0.0033709517814487487,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/a1f7b3c3-d3e9-4afe-9eb5-47619b338772/reject/,1,0,5.637708003632724,5.637708003632724,5.637708003632724,5.637708003632724,32.0,0.0033709517814487487,0.0,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/a21fd101-ce1a-48ae-95f4-68e1f08665d8/reject/,1,1,7.252250012243167,7.252250012243167,7.252250012243167,7.252250012243167,126.0,0.0033709517814487487,0.0033709517814487487,7,7,7,7,7,7,7,7,7,7,7
POST,/api/v1/cab/a2381a29-2502-4030-b50f-7a1122b4700f/reject/,1,0,4.316334001487121,4.316334001487121,4.316334001487121,4.316334001487121,32.0,0.0033709517814487487,0.0,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/a282ec49-e641-4c54-951f-71f7d5fff061/reject/,1,1,3.5914589825551957,3.5914589825551957,3.5914589825551957,3.5914589825551957,126.0,0.0033709517814487487,0.0033709517814487487,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/a2e34427-8e97-4dac-a5c9-a8cf0302f6a5/reject/,1,1,5.288999993354082,5.288999993354082,5.288999993354082,5.288999993354082,126.0,0.0033709517814487487,0.0033709517814487487,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/a322dc91-6151-443f-9795-2fcb21f1f219/reject/,1,0,6.315499980701134,6.315499980701134,6.315499980701134,6.315499980701134,32.0,0.0033709517814487487,0.0,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/a32f2b6c-cec1-4fbc-8ec4-97352f312c67/reject/,1,1,1.883209013612941,1.883209013612941,1.883209013612941,1.883209013612941,126.0,0.0033709517814487487,0.0033709517814487487,2,2,2,2,2,2,2,2,2,2,2
POST,/api/v1/cab/a3c881f6-1f84-4e8b-96a6-501fad79ac20/reject/,1,1,5.254666990367696,5.254666990367696,5.254666990367696,5.254666990367696,126.0,0.0033709517814487487,0.0033709517814487487,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/a3cae63f-8d80-4303-834c-7b312084fe59/reject/,1,1,4.191916988929734,4.191916988929734,4.191916988929734,4.191916988929734,126.0,0.0033709517814487487,0.0033709517814487487,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/a3d16cd3-3ed2-46b0-b2d0-b3f5eb9ba605/reject/,1,1,6.9836660113651305,6.9836660113651305,6.9836660113651305,6.9836660113651305,126.0,0.0033709517814487487,0.0033709517814487487,7,7,7,7,7,7,7,7,7,7,7
POST,/api/v1/cab/a449d3cb-12aa-4ba3-91d2-121ae4804f90/reject/,1,0,26.580041012493894,26.580041012493894,26.580041012493894,26.580041012493894,32.0,0.0033709517814487487,0.0,27,27,27,27,27,27,27,27,27,27,27
POST,/api/v1/cab/a46b2cf9-d85b-430f-b673-ba43833fc7bd/reject/,1,0,3.949290985474363,3.949290985474363,3.949290985474363,3.949290985474363,32.0,0.0033709517814487487,0.0,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/a477c75e-9142-415b-bed1-fbd4e99859c4/reject/,1,1,4.081624996615574,4.081624996615574,4.081624996615574,4.081624996615574,126.0,0.0033709517814487487,0.0033709517814487487,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/a5c6a2b6-06e4-4903-8bf8-e7d305ded0e4/reject/,1,0,5.861583980731666,5.861583980731666,5.861583980731666,5.861583980731666,32.0,0.0033709517814487487,0.0,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/a6acaee6-34f1-47c0-98f2-499fc9a52200/reject/,1,0,4.089833004400134,4.089833004400134,4.089833004400134,4.089833004400134,32.0,0.0033709517814487487,0.0,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/a6bbc001-3d1b-4a56-a9f9-f88060acc433/reject/,1,1,4.1107499855570495,4.1107499855570495,4.1107499855570495,4.1107499855570495,126.0,0.0033709517814487487,0.0033709517814487487,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/a6df232c-cafc-4a7f-b791-a10132ba1510/reject/,1,0,8.835249987896532,8.835249987896532,8.835249987896532,8.835249987896532,32.0,0.0033709517814487487,0.0,9,9,9,9,9,9,9,9,9,9,9
POST,/api/v1/cab/a7626240-4bc8-45ae-9d94-c413dd5bc848/reject/,1,1,4.685416002757847,4.685416002757847,4.685416002757847,4.685416002757847,126.0,0.0033709517814487487,0.0033709517814487487,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/a7b83bcc-ded9-4bae-a4cb-d23dce9c1777/reject/,1,1,6.969250011024997,6.969250011024997,6.969250011024997,6.969250011024997,126.0,0.0033709517814487487,0.0033709517814487487,7,7,7,7,7,7,7,7,7,7,7
POST,/api/v1/cab/a83257e0-0d76-4f96-a4ea-1566a2845474/reject/,1,0,5.624707991955802,5.624707991955802,5.624707991955802,5.624707991955802,32.0,0.0033709517814487487,0.0,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/a8675230-8544-44f3-a9df-c3a6917d2f07/reject/,1,1,8.382917003473267,8.382917003473267,8.382917003473267,8.382917003473267,126.0,0.0033709517814487487,0.0033709517814487487,8,8,8,8,8,8,8,8,8,8,8
POST,/api/v1/cab/a96a7724-aa39-45dd-b6c5-dd0b7318c128/reject/,1,1,4.0861250017769635,4.0861250017769635,4.0861250017769635,4.0861250017769635,126.0,0.0033709517814487487,0.0033709517814487487,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/a9b231dc-bb27-4388-894a-adfe523ce895/reject/,1,1,2.9990419861860573,2.9990419861860573,2.9990419861860573,2.9990419861860573,126.0,0.0033709517814487487,0.0033709517814487487,3,3,3,3,3,3,3,3,3,3,3
POST,/api/v1/cab/ab0f8b65-20b4-4b88-bff6-379b96764d60/reject/,1,0,13.364457990974188,13.364457990974188,13.364457990974188,13.364457990974188,32.0,0.0033709517814487487,0.0,13,13,13,13,13,13,13,13,13,13,13
POST,/api/v1/cab/abf5f577-dd71-4902-80a1-6e18666c2ad6/reject/,1,0,3.9019999967422336,3.9019999967422336,3.9019999967422336,3.9019999967422336,32.0,0.0033709517814487487,0.0,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/ac581851-c2b6-4ffb-90e3-3788f57eec5b/reject/,1,1,4.216458008158952,4.216458008158952,4.216458008158952,4.216458008158952,126.0,0.0033709517814487487,0.0033709517814487487,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/aef205a9-b9e2-43c6-9c74-2319649efe69/reject/,1,1,9.824292006669566,9.824292006669566,9.824292006669566,9.824292006669566,126.0,0.0033709517814487487,0.0033709517814487487,10,10,10,10,10,10,10,10,10,10,10
POST,/api/v1/cab/af3c440a-3c7b-4001-89ac-221262bd8c17/reject/,1,0,11.199208005564287,11.199208005564287,11.199208005564287,11.199208005564287,32.0,0.0033709517814487487,0.0,11,11,11,11,11,11,11,11,11,11,11
POST,/api/v1/cab/afe95e73-6244-471d-af71-884dfa31122a/reject/,1,0,53.15699998755008,53.15699998755008,53.15699998755008,53.15699998755008,32.0,0.0033709517814487487,0.0,53,53,53,53,53,53,53,53,53,53,53
POST,/api/v1/cab/b0debecf-0515-443d-a66d-385ca820f921/reject/,1,1,7.617458992172033,7.617458992172033,7.617458992172033,7.617458992172033,126.0,0.0033709517814487487,0.0033709517814487487,8,8,8,8,8,8,8,8,8,8,8
POST,/api/v1/cab/b129e50f-3ade-4aa7-9e67-43be19f3246e/reject/,1,1,16.215000010561198,16.215000010561198,16.215000010561198,16.215000010561198,126.0,0.0033709517814487487,0.0033709517814487487,16,16,16,16,16,16,16,16,16,16,16
POST,/api/v1/cab/b17af643-bfff-46c7-a4ef-f07e7d4707a3/reject/,1,0,4.5969590137247,4.5969590137247,4.5969590137247,4.5969590137247,32.0,0.0033709517814487487,0.0,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/b195940a-d562-4157-8aec-bf93742ca6bc/approve/,1,0,15.986791986506432,15.986791986506432,15.986791986506432,15.986791986506432,32.0,0.0033709517814487487,0.0,16,16,16,16,16,16,16,16,16,16,16
POST,/api/v1/cab/b1fbbea3-48f5-47fc-ae89-b699ec31f5fe/reject/,1,0,4.612249991623685,4.612249991623685,4.612249991623685,4.612249991623685,32.0,0.0033709517814487487,0.0,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/b318467f-bf50-4591-9592-d3e3cffcc185/reject/,1,1,1.9348330097272992,1.9348330097272992,1.9348330097272992,1.9348330097272992,126.0,0.0033709517814487487,0.0033709517814487487,2,2,2,2,2,2,2,2,2,2,2
POST,/api/v1/cab/b39ad16e-c335-4e26-aa6f-c150ea146137/reject/,1,0,3.0120830051600933,3.0120830051600933,3.0120830051600933,3.0120830051600933,32.0,0.0033709517814487487,0.0,3,3,3,3,3,3,3,3,3,3,3
POST,/api/v1/cab/b40fdb00-8a78-4b3f-a988-a574e576eca2/reject/,1,0,3.308542014565319,3.308542014565319,3.308542014565319,3.308542014565319,32.0,0.0033709517814487487,0.0,3,3,3,3,3,3,3,3,3,3,3
POST,/api/v1/cab/b45a2463-35a8-45b9-a280-cd0fa10fcb54/approve/,1,0,37.08158299559727,37.08158299559727,37.08158299559727,37.08158299559727,32.0,0.0033709517814487487,0.0,37,37,37,37,37,37,37,37,37,37,37
POST,/api/v1/cab/b4a28e07-26e8-4719-a5f6-7a5c42f222ba/reject/,1,1,4.501040995819494,4.501040995819494,4.501040995819494,4.501040995819494,126.0,0.0033709517814487487,0.0033709517814487487,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/b53c18d0-03eb-4b62-8dc6-a3dcd22c365e/reject/,1,1,4.365500004496425,4.365500004496425,4.365500004496425,4.365500004496425,126.0,0.0033709517814487487,0.0033709517814487487,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/b567747c-7044-426d-8b52-b709ef845cef/reject/,1,0,8.867583004757762,8.867583004757762,8.867583004757762,8.867583004757762,32.0,0.0033709517814487487,0.0,9,9,9,9,9,9,9,9,9,9,9
POST,/api/v1/cab/b58f841d-ef33-4f2b-b8dc-097f76aba33a/reject/,1,0,6.451875000493601,6.451875000493601,6.451875000493601,6.451875000493601,32.0,0.0033709517814487487,0.0,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/b5b36906-e346-48e0-90a7-4cd2fb010a50/reject/,1,1,4.488916019909084,4.488916019909084,4.488916019909084,4.488916019909084,126.0,0.0033709517814487487,0.0033709517814487487,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/b6042769-183e-4833-9a6e-128d1acf4035/reject/,1,1,4.257124994182959,4.257124994182959,4.257124994182959,4.257124994182959,126.0,0.0033709517814487487,0.0033709517814487487,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/b804192c-d6d4-45c8-98c2-3d7a8be46f55/reject/,1,0,11.029499990399927,11.029499990399927,11.029499990399927,11.029499990399927,32.0,0.0033709517814487487,0.0,11,11,11,11,11,11,11,11,11,11,11
POST,/api/v1/cab/b851cb2c-7673-442a-ab7d-3c9396ac5a83/reject/,1,1,4.8068340111058205,4.8068340111058205,4.8068340111058205,4.8068340111058205,126.0,0.0033709517814487487,0.0033709517814487487,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/b87bfdad-ac7d-4407-9a21-ff757bc20af6/reject/,1,1,7.59733299491927,7.59733299491927,7.59733299491927,7.59733299491927,126.0,0.0033709517814487487,0.0033709517814487487,8,8,8,8,8,8,8,8,8,8,8
POST,/api/v1/cab/b8c79991-273a-4606-9f21-5e5b2eb35849/reject/,1,0,8.814791013719514,8.814791013719514,8.814791013719514,8.814791013719514,32.0,0.0033709517814487487,0.0,9,9,9,9,9,9,9,9,9,9,9
POST,/api/v1/cab/b8fc8e26-8c22-45d7-a45e-443a008505cc/reject/,1,1,3.269249980803579,3.269249980803579,3.269249980803579,3.269249980803579,126.0,0.0033709517814487487,0.0033709517814487487,3,3,3,3,3,3,3,3,3,3,3
POST,/api/v1/cab/b9919d06-15f1-4f67-902b-303699412987/reject/,1,1,2.524874988012016,2.524874988012016,2.524874988012016,2.524874988012016,126.0,0.0033709517814487487,0.0033709517814487487,3,3,3,3,3,3,3,3,3,3,3
POST,/api/v1/cab/b9de3e17-956e-4ce2-808e-428867cbe9a7/reject/,1,0,5.293583002639934,5.293583002639934,5.293583002639934,5.293583002639934,32.0,0.0033709517814487487,0.0,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/bbae27fe-1d7e-4788-a972-43be889f9c53/reject/,1,1,7.383749994914979,7.383749994914979,7.383749994914979,7.383749994914979,126.0,0.0033709517814487487,0.0033709517814487487,7,7,7,7,7,7,7,7,7,7,7
POST,/api/v1/cab/bbde75ec-84bf-4841-b633-b9ae98281f0b/reject/,1,1,6.551583006512374,6.551583006512374,6.551583006512374,6.551583006512374,126.0,0.0033709517814487487,0.0033709517814487487,7,7,7,7,7,7,7,7,7,7,7
POST,/api/v1/cab/bc28401d-7825-435e-8d67-df61a172e49f/reject/,1,1,8.799917006399482,8.799917006399482,8.799917006399482,8.799917006399482,126.0,0.0033709517814487487,0.0033709517814487487,9,9,9,9,9,9,9,9,9,9,9
POST,/api/v1/cab/bc647c0c-8c5f-4b6b-b3ce-566e4ec00efa/reject/,1,0,4.718750016763806,4.718750016763806,4.718750016763806,4.718750016763806,32.0,0.0033709517814487487,0.0,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/bced0f6d-ded4-4c8c-9731-145e07d3fdf9/reject/,1,0,5.609040992567316,5.609040992567316,5.609040992567316,5.609040992567316,32.0,0.0033709517814487487,0.0,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/bd3729f3-4ad1-4fda-8da8-90387e43e3c6/reject/,1,1,4.458290990442038,4.458290990442038,4.458290990442038,4.458290990442038,126.0,0.0033709517814487487,0.0033709517814487487,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/bd9d5d99-0ea9-40d4-b3fb-25bef6a27b56/reject/,1,1,4.359083017334342,4.359083017334342,4.359083017334342,4.359083017334342,126.0,0.0033709517814487487,0.0033709517814487487,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/bdd697e1-4c6a-406a-afcc-85f028f2d431/reject/,1,0,3.3734579919837415,3.3734579919837415,3.3734579919837415,3.3734579919837415,32.0,0.0033709517814487487,0.0,3,3,3,3,3,3,3,3,3,3,3
POST,/api/v1/cab/be57e84f-c57f-42a3-a3e8-535299ad045e/reject/,1,0,4.827624972676858,4.827624972676858,4.827624972676858,4.827624972676858,32.0,0.0033709517814487487,0.0,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/c08efb61-b8b3-4b0e-bf79-cc9022d65d2d/reject/,1,0,5.264875013381243,5.264875013381243,5.264875013381243,5.264875013381243,32.0,0.0033709517814487487,0.0,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/c17f5077-dc5a-4571-91e2-da505c48cba5/reject/,1,0,7.043041987344623,7.043041987344623,7.043041987344623,7.043041987344623,32.0,0.0033709517814487487,0.0,7,7,7,7,7,7,7,7,7,7,7
POST,/api/v1/cab/c388dbb0-3b75-4414-81bb-1760b34ccd50/reject/,1,0,17.698207986541092,17.698207986541092,17.698207986541092,17.698207986541092,32.0,0.0033709517814487487,0.0,18,18,18,18,18,18,18,18,18,18,18
POST,/api/v1/cab/c3957c3c-a582-420e-b863-d5442ed838df/reject/,1,0,8.600666013080627,8.600666013080627,8.600666013080627,8.600666013080627,32.0,0.0033709517814487487,0.0,9,9,9,9,9,9,9,9,9,9,9
POST,/api/v1/cab/c3bfb507-36d9-4e71-adc3-8fed03860e0c/reject/,1,0,5.972583021502942,5.972583021502942,5.972583021502942,5.972583021502942,32.0,0.0033709517814487487,0.0,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/c4cba259-3e7d-4c38-8f2f-6a9a2e7f6138/reject/,1,1,6.286209012614563,6.286209012614563,6.286209012614563,6.286209012614563,126.0,0.0033709517814487487,0.0033709517814487487,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/c50bef8b-5545-4a08-842c-3216809e9d24/reject/,1,1,7.18145800055936,7.18145800055936,7.18145800055936,7.18145800055936,126.0,0.0033709517814487487,0.0033709517814487487,7,7,7,7,7,7,7,7,7,7,7
POST,/api/v1/cab/c52246f5-01b0-4d9f-91ee-f4a924ddd641/reject/,1,1,5.9575000195764005,5.9575000195764005,5.9575000195764005,5.9575000195764005,126.0,0.0033709517814487487,0.0033709517814487487,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/c53d5afc-26ad-4cbc-85c4-110c80829979/reject/,1,1,4.144874983467162,4.144874983467162,4.144874983467162,4.144874983467162,126.0,0.0033709517814487487,0.0033709517814487487,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/c56e3109-c345-47e2-a42e-112279ed39b4/reject/,1,1,7.045500009553507,7.045500009553507,7.045500009553507,7.045500009553507,126.0,0.0033709517814487487,0.0033709517814487487,7,7,7,7,7,7,7,7,7,7,7
POST,/api/v1/cab/c5bfc5fc-52d0-43fc-9a47-99bcf096ba76/reject/,1,0,9.207750001223758,9.207750001223758,9.207750001223758,9.207750001223758,32.0,0.0033709517814487487,0.0,9,9,9,9,9,9,9,9,9,9,9
POST,/api/v1/cab/c64eaba4-969e-4f43-83e1-1c8e7035161b/reject/,1,1,1.943000010214746,1.943000010214746,1.943000010214746,1.943000010214746,126.0,0.0033709517814487487,0.0033709517814487487,2,2,2,2,2,2,2,2,2,2,2
POST,/api/v1/cab/c75c54e9-f429-46be-9074-aabe7ff8e095/reject/,1,1,4.784125019796193,4.784125019796193,4.784125019796193,4.784125019796193,126.0,0.0033709517814487487,0.0033709517814487487,5,5,5,5,5,5,5,5,5,5,5
POST,/api/v1/cab/c7d3f7b5-40c5-483f-8bfb-473cb2f1943b/reject/,1,0,3.937625006074086,3.937625006074086,3.937625006074086,3.937625006074086,32.0,0.0033709517814487487,0.0,4,4,4,4,4,4,4,4,4,4,4
POST,/api/v1/cab/c85fc209-a87c-42be-a8c2-ef71875d2648/reject/,1,1,9.050541993929073,9.050541993929073,9.050541993929073,9.050541993929073,126.0,0.0033709517814487487,0.0033709517814487487,9,9,9,9,9,9,9,9,9,9,9
POST,/api/v1/cab/c8cf569d-4be1-4957-9394-3a7be2a55bbf/reject/,1,1,7.223249995149672,7.223249995149672,7.223249995149672,7.223249995149672,126.0,0.0033709517814487487,0.0033709517814487487,7,7,7,7,7,7,7,7,7,7,7
POST,/api/v1/cab/c92021d4-32b6-4de7-a0bc-185dbda8dea3/reject/,1,0,6.379583006491885,6.379583006491885,6.379583006491885,6.379583006491885,32.0,0.0033709517814487487,0.0,6,6,6,6,6,6,6,6,6,6,6
POST,/api/v1/cab/c9af44ea-8ee5-425f-b904-ce270a4a2131/reject/,1,0,5.744833004428074,5.744833004428074,5.744833004428074,5.744833004428074,32.0,0.0033709517814487487,0.0,6,6,6,6,6,6,6,6,6,6,6
